Date,High,Low,Open,Close,Volume,Adj Close
2022-05-02,110.4800033569336,107.30999755859375,108.16000366210938,110.33000183105469,4227700.0,110.2358169555664
2022-05-03,113.26000213623047,110.36000061035156,110.55000305175781,112.2300033569336,3121800.0,112.13420104980469
2022-05-04,115.91000366210938,111.87999725341797,112.58999633789062,115.83999633789062,2960100.0,115.7411117553711
2022-05-05,115.66000366210938,111.55999755859375,114.9800033569336,112.41000366210938,2202900.0,112.31404113769531
2022-05-06,112.94999694824219,108.30999755859375,112.0,109.45999908447266,3653200.0,109.3665542602539
2022-05-09,110.18000030517578,107.86000061035156,109.5,108.75,2743700.0,108.65716552734375
2022-05-10,110.94000244140625,107.5199966430664,110.16999816894531,108.2699966430664,3449600.0,108.17757415771484
2022-05-11,110.13999938964844,107.37999725341797,107.7699966430664,107.87000274658203,2404400.0,107.77791595458984
2022-05-12,109.02999877929688,106.94999694824219,108.01000213623047,108.80000305175781,3275900.0,108.70712280273438
2022-05-13,109.72000122070312,107.0999984741211,109.55999755859375,107.81999969482422,2253000.0,107.72795867919922
2022-05-16,110.87999725341797,108.31999969482422,108.48999786376953,109.75,4149900.0,109.65631103515625
2022-05-17,111.37000274658203,107.31999969482422,109.94999694824219,111.19000244140625,2947200.0,111.09508514404297
2022-05-18,113.4000015258789,109.7699966430664,111.08999633789062,111.9000015258789,3544900.0,111.80447387695312
2022-05-19,111.36000061035156,108.62999725341797,110.79000091552734,110.41999816894531,3130400.0,110.32573699951172
2022-05-20,111.36000061035156,108.61000061035156,110.7699966430664,110.98999786376953,3812900.0,110.89524841308594
2022-05-23,113.80000305175781,111.3499984741211,112.45999908447266,112.94000244140625,2087600.0,112.84358978271484
2022-05-24,115.05999755859375,111.55999755859375,112.94000244140625,114.7300033569336,2698800.0,114.63206481933594
2022-05-25,116.76000213623047,113.80000305175781,114.48999786376953,115.62000274658203,4408200.0,115.52130126953125
2022-05-26,117.58000183105469,115.45999908447266,116.33999633789062,116.80999755859375,3339700.0,116.71028137207031
2022-05-27,120.37999725341797,116.5999984741211,117.0199966430664,120.33999633789062,3107900.0,120.23726654052734
2022-05-31,120.4800033569336,118.16999816894531,119.37999725341797,119.37999725341797,8747200.0,119.27808380126953
2022-06-01,119.36000061035156,117.19000244140625,119.05000305175781,118.47000122070312,2979400.0,118.36886596679688
2022-06-02,119.75,117.93000030517578,119.37999725341797,119.37999725341797,2131500.0,119.27808380126953
2022-06-03,119.7699966430664,118.2300033569336,118.5,119.11000061035156,1575400.0,119.0083236694336
2022-06-06,120.55000305175781,119.66000366210938,120.2699966430664,120.06999969482422,1992300.0,119.96749877929688
2022-06-07,121.36000061035156,118.91999816894531,119.30000305175781,121.19000244140625,3117500.0,121.0865478515625
2022-06-08,120.94000244140625,118.77999877929688,120.86000061035156,119.62999725341797,2159700.0,119.52787780761719
2022-06-09,119.91000366210938,115.47000122070312,119.44999694824219,115.54000091552734,2344600.0,115.44136810302734
2022-06-10,114.81999969482422,112.80999755859375,113.80000305175781,113.55999755859375,2020300.0,113.46305847167969
2022-06-13,114.94000244140625,111.44000244140625,111.72000122070312,113.54000091552734,2852700.0,113.44307708740234
2022-06-14,114.62000274658203,111.68000030517578,114.0199966430664,112.41000366210938,2595200.0,112.31404113769531
2022-06-15,114.33999633789062,111.05999755859375,113.05000305175781,112.56999969482422,2280000.0,112.4738998413086
2022-06-16,111.98999786376953,109.83999633789062,111.0199966430664,110.20999908447266,2304800.0,110.11592102050781
2022-06-17,111.08000183105469,108.86000061035156,110.23999786376953,109.55999755859375,4699600.0,109.46646881103516
2022-06-21,112.4800033569336,110.4000015258789,110.93000030517578,112.18000030517578,2918200.0,112.08423614501953
2022-06-22,113.31999969482422,111.08999633789062,111.37000274658203,111.8499984741211,2464000.0,111.7545166015625
2022-06-23,112.9800033569336,108.63999938964844,112.5,109.75,3162000.0,109.65631103515625
2022-06-24,116.37000274658203,110.61000061035156,111.37999725341797,115.98999786376953,10282200.0,115.89098358154297
2022-06-27,116.86000061035156,114.98999786376953,115.94000244140625,116.55999755859375,1938400.0,116.46049499511719
2022-06-28,118.36000061035156,115.2699966430664,117.23999786376953,115.41999816894531,3272300.0,115.32147216796875
2022-06-29,116.77999877929688,113.51000213623047,116.05999755859375,113.63999938964844,2177500.0,113.5429916381836
2022-06-30,116.4000015258789,112.25,113.05999755859375,116.2699966430664,3913800.0,116.17073822021484
2022-07-01,118.94999694824219,115.69999694824219,116.38999938964844,118.4800033569336,2895200.0,118.37886047363281
2022-07-05,117.87999725341797,114.79000091552734,117.48999786376953,117.13999938964844,2518100.0,117.04000091552734
2022-07-06,120.44999694824219,116.76000213623047,117.0,120.04000091552734,3466600.0,120.04000091552734
2022-07-07,122.23999786376953,120.06999969482422,120.86000061035156,120.62000274658203,3006900.0,120.62000274658203
2022-07-08,121.5999984741211,120.19999694824219,120.87000274658203,120.37999725341797,2802000.0,120.37999725341797
2022-07-11,120.93000030517578,119.77999877929688,119.88999938964844,120.31999969482422,2338300.0,120.31999969482422
2022-07-12,119.56999969482422,116.5,119.3499984741211,117.05000305175781,2484200.0,117.05000305175781
2022-07-13,118.94000244140625,116.2300033569336,116.55000305175781,117.41999816894531,3411000.0,117.41999816894531
2022-07-14,115.37000274658203,111.12999725341797,114.83000183105469,112.33000183105469,4881100.0,112.33000183105469
2022-07-15,116.72000122070312,113.73999786376953,115.19999694824219,116.08000183105469,7515800.0,116.08000183105469
2022-07-18,116.45999908447266,110.08000183105469,116.19999694824219,110.29000091552734,3808500.0,110.29000091552734
2022-07-19,112.33999633789062,110.5,111.26000213623047,111.95999908447266,3118700.0,111.95999908447266
2022-07-20,112.76000213623047,110.33999633789062,112.48999786376953,111.33999633789062,2801600.0,111.33999633789062
2022-07-21,112.12000274658203,109.41999816894531,110.95999908447266,111.29000091552734,3277400.0,111.29000091552734
2022-07-22,112.2699966430664,110.75,111.58000183105469,111.19000244140625,1697900.0,111.19000244140625
2022-07-25,112.9800033569336,111.58999633789062,111.7699966430664,112.63999938964844,2247800.0,112.63999938964844
2022-07-26,113.38999938964844,111.94999694824219,112.63999938964844,112.58999633789062,1925900.0,112.58999633789062
2022-07-27,113.6500015258789,111.87999725341797,112.69999694824219,113.12000274658203,1464000.0,113.12000274658203
2022-07-28,114.72000122070312,111.61000061035156,113.9800033569336,114.19000244140625,2078900.0,114.19000244140625
2022-07-29,115.41000366210938,114.33999633789062,114.41999816894531,115.05999755859375,2750300.0,115.05999755859375
2022-08-01,115.05000305175781,112.43000030517578,114.5,113.26000213623047,2294000.0,113.26000213623047
2022-08-02,115.04000091552734,112.36000061035156,112.88999938964844,113.19000244140625,3281300.0,113.19000244140625
2022-08-03,115.0,111.31999969482422,113.66000366210938,114.75,2378400.0,114.75
2022-08-04,117.44000244140625,114.48999786376953,114.83999633789062,116.77999877929688,2628700.0,116.77999877929688
